iter	Logloss
261	0.2270635686
262	0.2268181003
263	0.2264939143
264	0.2262470229
265	0.226026569
266	0.2256964371
267	0.2254509955
268	0.2253078624
269	0.2252638704
270	0.2251189098
271	0.2247756147
272	0.2244873477
273	0.2243548801
274	0.2240914065
275	0.2239361765
276	0.2235171927
277	0.2232864537
278	0.2230827639
279	0.2228381219
280	0.2224681623
281	0.2222698085
282	0.2218231331
283	0.2215307465
284	0.2212380754
285	0.2209767506
286	0.2205854272
287	0.2202698641
288	0.2199447877
289	0.2198013898
290	0.2196349702
291	0.2193761868
292	0.2189304536
293	0.2187203198
294	0.2184758396
295	0.2183413145
296	0.21814953
297	0.2179489073
298	0.217535957
299	0.2173198332
300	0.2169412312
301	0.2166237746
302	0.2164366888
303	0.2161147969
304	0.2156340411
305	0.2154347022
306	0.2153615694
307	0.2150794431
308	0.2145039227
309	0.214070623
310	0.2137509308
311	0.2134229735
312	0.2133130013
313	0.2131207505
314	0.2127523835
315	0.212555074
316	0.2122625287
317	0.2117835253
318	0.2112960667
319	0.2110165528
320	0.2104148097
321	0.2102550808
322	0.2101246128
323	0.2098258331
324	0.2095358439
325	0.2092058543
326	0.2089838681
327	0.2085194316
328	0.208390179
329	0.208091067
330	0.2075756589
331	0.2074193576
332	0.2069816522
333	0.2068633904
334	0.2066475351
335	0.2064237347
336	0.2063600212
337	0.2062491805
338	0.2060378681
339	0.2058784436
340	0.205472311
341	0.2051415056
342	0.2049372048
343	0.2045513695
344	0.204335687
345	0.2042398699
346	0.2039974745
347	0.2035196108
348	0.2032297326
349	0.2030578459
350	0.2026288148
351	0.2025083913
352	0.2023856077
353	0.202165698
354	0.2018823558
355	0.2016179574
356	0.2014096214
357	0.2012298748
358	0.2010413839
359	0.2009160358
360	0.2007278398
361	0.2005540247
362	0.2003721224
363	0.2000094294
364	0.199814115
365	0.1996599625
366	0.1995555491
367	0.1994079174
368	0.1992202865
369	0.1990988152
370	0.1986505666
371	0.198271296
372	0.1979660424
373	0.1977110191
374	0.1975877962
375	0.1972997367
376	0.1972246873
377	0.1969447952
378	0.1964995131
379	0.1961865855
380	0.1958547793
381	0.1955827859
382	0.1952785575
383	0.1951018952
384	0.1947401141
385	0.1943714122
386	0.1942592588
387	0.1941023533
388	0.1940076002
389	0.1939379057
390	0.1936785159
391	0.1934202502
392	0.1931938007
393	0.1929131922
394	0.192797169
395	0.1926307933
396	0.1924602941
397	0.1923319373
398	0.1921564493
399	0.1917984434
400	0.191572247
401	0.1912982154
402	0.1912506526
403	0.1909754815
404	0.1907947264
405	0.1904791763
406	0.1903734409
407	0.1902040935
408	0.1898692502
409	0.1896469298
410	0.1893147672
411	0.1892114456
412	0.1891079192
413	0.1889428203
414	0.1887358534
415	0.1885179456
416	0.1880125521
417	0.1878247734
418	0.1876531845
419	0.1874824393
420	0.1872887173
421	0.1870687382
422	0.1868033155
423	0.1866791385
424	0.1865203667
425	0.1861705391
426	0.1860273498
427	0.1858028498
428	0.185483827
429	0.185330134
430	0.1849981729
431	0.184851243
432	0.1845643949
433	0.1843699789
434	0.1839861039
435	0.1836143891
436	0.1832578877
437	0.183047147
438	0.1829356093
439	0.1827046054
440	0.1825665583
441	0.1823475008
442	0.182030429
443	0.1816905267
444	0.1815002971
445	0.1812258678
446	0.1808106911
447	0.1804254607
448	0.1802462424
449	0.1801006785
450	0.1800040901
451	0.1797168605
452	0.1794100324
453	0.1792700389
454	0.1790611702
455	0.1788281041
456	0.1786543501
457	0.1784485299
458	0.1782741571
459	0.1781512749
460	0.1779737203
461	0.1777854283
462	0.1776718811
463	0.1774744518
464	0.1771496866
465	0.176889121
466	0.1767326895
467	0.1765106581
468	0.1762782753
469	0.1761017369
470	0.1759939082
471	0.1757508677
472	0.1755088529
473	0.1752548976
474	0.1751560431
475	0.1750635488
476	0.1747855855
477	0.1744976327
478	0.1743935147
479	0.1742193141
480	0.1739363951
481	0.1736226272
482	0.1734764147
483	0.1733650775
484	0.1732830547
485	0.1731718085
486	0.1730073556
487	0.1728804045
488	0.1725739296
489	0.1724166423
490	0.1722263465
491	0.1720472523
492	0.171833392
493	0.1716824948
494	0.1714814544
495	0.1713245264
496	0.1711270596
497	0.1708410388
498	0.17068418
499	0.1705516573
500	0.1703651432
501	0.170063018
502	0.1698850985
503	0.1695336374
504	0.1693718681
505	0.1691524565
506	0.1690048469
507	0.1687883002
508	0.1686620565
509	0.1684578969
510	0.168276483
511	0.1681974019
512	0.1679529823
513	0.1678149994
514	0.1676361737
515	0.1675253521
516	0.167333085
517	0.1672704032
518	0.1670072708
519	0.166866036
520	0.1664653128
521	0.1662138973
522	0.1660525752
523	0.1657358579
524	0.1655429982
525	0.1652699049
526	0.1650602192
527	0.1649808622
528	0.1648248055
529	0.1646687949
530	0.1645139767
531	0.1642925824
532	0.1639866605
533	0.1638318169
534	0.1636599327
535	0.1634132142
536	0.1631688435
537	0.1630883602
538	0.1629082675
539	0.1626996954
540	0.1625392907
541	0.1623569291
542	0.162198445
543	0.1620615516
544	0.1618224403
545	0.161527207
546	0.1613584984
547	0.1611864087
548	0.161033129
549	0.1608096216
550	0.1606913552
551	0.1605376019
552	0.1604662321
553	0.1603222507
554	0.1601975918
555	0.1600849157
556	0.1599004357
557	0.1597044535
558	0.1594978108
559	0.1594011044
560	0.1592908966
561	0.15917677
562	0.1590303148
563	0.1587083029
564	0.1585884191
565	0.1584717419
566	0.1583288799
567	0.1582544699
568	0.1580618046
569	0.1578713565
570	0.1577587147
571	0.1574257699
572	0.1573327777
573	0.1572245364
574	0.1570499936
575	0.1569154757
576	0.1566489926
577	0.1564206014
578	0.1561699175
579	0.156079039
580	0.1559554101
581	0.155861268
582	0.1556687767
583	0.1554367967
584	0.1552404441
585	0.1548816354
586	0.1547775695
587	0.1547189502
588	0.1546364523
589	0.1542481503
590	0.1540693142
591	0.1539097976
592	0.1538434041
593	0.1537322266
594	0.1535796489
595	0.1534274935
596	0.153288193
597	0.1531384135
598	0.1529641379
599	0.1527340571
600	0.1525865909
601	0.1524793695
602	0.1523500399
603	0.1521403812
604	0.1519398036
605	0.1518398168
606	0.151680416
607	0.1515182804
608	0.1514253769
609	0.151293739
610	0.1511646847
611	0.1510450776
612	0.1509140794
613	0.1507689234
614	0.1507357258
615	0.1506463991
616	0.1505237795
617	0.1502203199
618	0.1500963271
619	0.1499337157
620	0.1497880357
621	0.1497196675
622	0.1496359325
623	0.1495361818
624	0.1494217464
625	0.1492774215
626	0.1491112276
627	0.1488831078
628	0.1488144926
629	0.1486117269
630	0.1484794667
631	0.1482944149
632	0.1479962753
633	0.1478657016
634	0.147729756
635	0.1475268754
636	0.1474505134
637	0.1472423156
638	0.1471046014
639	0.1470066268
640	0.146835767
641	0.1466744141
642	0.1465639499
643	0.1464502346
644	0.1463084727
645	0.146109192
646	0.1459305314
647	0.1457292875
648	0.1456260243
649	0.1454689823
650	0.1452778784
651	0.1451185702
652	0.1450100285
653	0.1448723413
654	0.1447555072
655	0.1445252805
656	0.1444011302
657	0.1441773519
658	0.1439826702
659	0.1437796396
660	0.1437224982
661	0.1435235823
662	0.1434161567
663	0.1432371843
664	0.1430663876
665	0.1429263581
666	0.1427519526
667	0.1425065009
668	0.1424122658
669	0.1422558321
670	0.142202929
671	0.1421227583
672	0.1419713171
673	0.1417637838
674	0.1416181068
675	0.1415705289
676	0.14146056
677	0.1412589544
678	0.1410830063
679	0.1409497771
680	0.140803067
681	0.1406656862
682	0.1404958673
683	0.1403403068
684	0.1402430189
685	0.1400870477
686	0.1399314331
687	0.1397992154
688	0.1397119632
689	0.1396187056
690	0.1395333196
691	0.1394616468
692	0.1393184158
693	0.1391893004
694	0.1390733591
695	0.138964722
696	0.1387300089
697	0.1386983369
698	0.1385508087
699	0.1383190363
700	0.1381377843
701	0.1380833199
702	0.1379231966
703	0.1378591877
704	0.1377161512
705	0.1375680839
706	0.1374235759
707	0.137265436
708	0.1370520226
709	0.1369247463
710	0.1367312501
711	0.1365537265
712	0.1364769996
713	0.1363757364
714	0.1361798331
715	0.1360952558
716	0.1359565372
717	0.1358461955
718	0.1357503887
719	0.1355894571
720	0.1354652478
721	0.1351901869
722	0.1350202384
723	0.1348284464
724	0.1346986754
725	0.1345879821
726	0.1344969921
727	0.1343901231
728	0.1342621131
729	0.1340878559
730	0.1339771947
731	0.1337531588
732	0.1336742055
733	0.1335507863
734	0.1334345502
735	0.1333271587
736	0.1331939771
737	0.133067629
738	0.1329230365
739	0.1328328797
740	0.1327458994
741	0.1326644662
742	0.1325492876
743	0.132451944
744	0.132381106
745	0.1323088463
746	0.1321214401
747	0.1320447574
748	0.1319941603
749	0.131852336
750	0.131759519
751	0.1316103886
752	0.1315472033
753	0.1314748608
754	0.1313822495
755	0.1312210317
756	0.1310552458
757	0.1309564351
758	0.1307321308
759	0.1306286619
760	0.1305772035
761	0.1304526698
762	0.1303194117
763	0.1302269823
764	0.130104767
765	0.1299082826
766	0.1298967341
767	0.1298388258
768	0.1297877128
769	0.1297807859
770	0.1296366367
771	0.1295344952
772	0.1293928312
773	0.1291583761
774	0.128967557
775	0.1288444525
776	0.1286611459
777	0.1285107219
778	0.1284272464
779	0.1283421936
780	0.1281741494
781	0.128065327
782	0.1279263911
783	0.1278083165
784	0.1277648478
785	0.1276372133
786	0.1275302376
787	0.1273818922
788	0.1272543719
789	0.1271477176
790	0.1270391931
791	0.1269027007
792	0.1267895864
793	0.126671539
794	0.1265950378
795	0.1264584416
796	0.1263228533
797	0.1262137056
798	0.1260849996
799	0.1259645893
800	0.125754479
801	0.1256375726
802	0.1255242479
803	0.1254044416
804	0.1252906461
805	0.1251875805
806	0.1250766138
807	0.1249512228
808	0.1248463671
809	0.1247750129
810	0.1246397661
811	0.1245403312
812	0.1244669729
813	0.1243907568
814	0.1242426488
815	0.1241554284
816	0.123970058
817	0.1238156102
818	0.1237269656
819	0.1235983112
820	0.1234797181
821	0.123280401
822	0.1230674494
823	0.1229791839
824	0.122844839
825	0.122794897
826	0.1227089843
827	0.1226626727
828	0.1225591019
829	0.1224701856
830	0.122350577
831	0.1222719845
832	0.1221862153
833	0.1220788281
834	0.1220283969
835	0.1218344048
836	0.121757534
837	0.1215889961
838	0.1214816097
839	0.1214056338
840	0.1212879369
841	0.1212178365
842	0.121122551
843	0.1210502346
844	0.1208435022
845	0.120740964
846	0.1205977868
847	0.1204989062
848	0.1204136566
849	0.1202974734
850	0.120220422
851	0.1200844706
852	0.1200001951
853	0.1198606304
854	0.1197466101
855	0.1196191152
856	0.119475352
857	0.1193832358
858	0.1193189782
859	0.1192456615
860	0.1191659143
861	0.1190674766
862	0.1189569509
863	0.118848049
864	0.1187446367
865	0.1187368937
866	0.118618283
867	0.1185557691
868	0.1184685276
869	0.1184047277
870	0.1183430295
871	0.1182148831
872	0.1180821808
873	0.1179883614
874	0.1178862411
875	0.1177185422
876	0.1175913253
877	0.1175678246
878	0.117439513
879	0.1173786162
880	0.1173421338
881	0.1172661192
882	0.1172204831
883	0.1170528279
884	0.1169512761
885	0.1168354854
886	0.1166620009
887	0.1166017421
888	0.116488608
889	0.1163625285
890	0.1162851148
891	0.1161781801
892	0.1160780126
893	0.1159460414
894	0.1158936048
895	0.1158108818
896	0.1157201194
897	0.1155849989
898	0.1155499044
899	0.1154578251
900	0.1153509557
901	0.1152406706
902	0.1151452774
903	0.1150544054
904	0.1149521618
905	0.1148904981
906	0.1148223361
907	0.1147193618
908	0.1146247808
909	0.1145146731
910	0.1144237824
911	0.1143125711
912	0.1142170789
913	0.1141431816
914	0.1140813059
915	0.1140267
916	0.1139516773
917	0.1137731459
918	0.1136703608
919	0.1135798219
920	0.113472895
921	0.1134081257
922	0.1133413841
923	0.1132813349
924	0.1131447513
925	0.1130099826
926	0.11295188
927	0.1128958422
928	0.1128570974
929	0.1127505084
930	0.1125745534
931	0.1124978252
932	0.1124414239
933	0.1123455456
934	0.1121817376
935	0.1121066906
936	0.1120564821
937	0.1119892287
938	0.1119122345
939	0.111826988
940	0.1117188529
941	0.1116311034
942	0.1115710608
943	0.1114411827
944	0.1113669837
945	0.1112502666
946	0.1111005378
947	0.1109974535
948	0.1108894058
949	0.1108358411
950	0.1107149631
951	0.1105545572
952	0.1104167298
953	0.1102731245
954	0.1102014428
955	0.1101072236
956	0.1099074783
957	0.1097336516
958	0.10962963
959	0.109579591
960	0.1095071872
961	0.1094165161
962	0.1093164125
963	0.1092540196
964	0.1092091608
965	0.1091402618
966	0.1090442061
967	0.1089429251
968	0.1089047246
969	0.1088286039
970	0.1087380809
971	0.10865021
972	0.1084722829
973	0.1083975751
974	0.1083398411
975	0.1082993085
976	0.1082260021
977	0.1081683963
978	0.1080646657
979	0.1079951669
980	0.1079314953
981	0.1078862507
982	0.1077977622
983	0.1077331437
984	0.1076353804
985	0.1075172613
986	0.1074649648
987	0.1072801187
988	0.1072071243
989	0.10715921
990	0.1070264601
991	0.106908793
992	0.1068358229
993	0.1067808417
994	0.1067034355
995	0.1066102253
996	0.1065760103
997	0.1064506339
998	0.1063295662
999	0.106225663
